data,bairro,tipo,vitimas,vitimasfatais,latitude,longitude,local_cod,tipo_acidente_cod,ano,mes,dia,densidade_acidentes,pred_vitimas_2025
2024-01-05,AFOGADOS,COLISÃO FRONTAL,1.0,0.0,-8.0755654,-34.9078066,1,6,2025,1,5,176.0,0.99774027
2024-01-05,SANTO AMARO,COLISÃO TRASEIRA,1.0,0.0,-8.0509304,-34.8814476,80,9,2025,1,5,267.0,1.0567153
2024-01-05,VARZEA,COLISÃO,1.0,0.0,-8.0450381,-34.9691733,91,4,2025,1,5,91.0,1.0815948
2024-01-05,FUNDAO,COLISÃO LATERAL,0.0,0.0,-8.0148962,-34.8903969,43,7,2025,1,5,13.0,1.023129
2024-01-05,IPSEP,COLISÃO FRONTAL,2.0,0.0,-8.1102316,-34.9198993,52,6,2025,1,5,99.0,0.98610973
2024-01-05,BOA VISTA,COLISÃO FRONTAL,1.0,0.0,-8.0617501,-34.8872674,14,6,2025,1,5,100.0,0.9550266
2024-01-05,CORDEIRO,COLISÃO LATERAL,0.0,0.0,-8.0511193,-34.928542,32,7,2025,1,5,113.0,1.0056964
2024-01-06,GRACAS,COLISÃO FRONTAL,2.0,0.0,-8.0451664,-34.9007686,44,6,2025,1,6,53.0,0.98255724
2024-01-06,GRACAS,COLISÃO FRONTAL,1.0,0.0,-8.0451664,-34.9007686,44,6,2025,1,6,53.0,0.98255724
2024-01-06,CORDEIRO,COLISÃO LATERAL,1.0,0.0,-8.0511193,-34.928542,32,7,2025,1,6,113.0,1.0056388
2024-01-06,CASA AMARELA,COLISÃO,1.0,0.0,-8.0246343,-34.917753,25,4,2025,1,6,148.0,1.0715548
2024-01-06,CASA AMARELA,COLISÃO,1.0,0.0,-8.0246343,-34.917753,25,4,2025,1,6,148.0,1.0715548
2024-01-06,PRADO,COLISÃO,1.0,0.0,-8.0598858,-34.9139126,75,4,2025,1,6,29.0,1.0882628
2024-01-06,ARRUDA,COLISÃO LATERAL,1.0,0.0,-8.0250816,-34.8913229,9,7,2025,1,6,69.0,0.9420279
2024-01-06,MADALENA,COLISÃO LATERAL,1.0,0.0,-8.0537581,-34.9083686,61,7,2025,1,6,166.0,1.0491246
2024-01-06,TORRE,COLISÃO COM CICLISTA,1.0,0.0,-8.0425107,-34.9074638,87,5,2025,1,6,85.0,0.99946326
2024-01-06,BOA VISTA,COLISÃO LATERAL,0.0,0.0,-8.0617501,-34.8872674,14,7,2025,1,6,100.0,0.9234325
2024-01-06,AFOGADOS,COLISÃO,1.0,0.0,-8.0755654,-34.9078066,1,4,2025,1,6,176.0,1.0172023
2024-01-06,ENCRUZILHADA,COLISÃO,1.0,0.0,-8.0367282,-34.8908676,39,4,2025,1,6,79.0,1.0267359
2024-01-06,SAO JOSE,COLISÃO,0.0,0.0,-8.0703848,-34.8808162,82,4,2025,1,6,165.0,1.0162919
2024-01-06,CAXANGA,COLISÃO,0.0,0.0,-8.0303613,-34.949151,27,4,2025,1,6,120.0,1.1046959
2024-01-06,BOA VIAGEM,COLISÃO,1.0,0.0,-8.1235027,-34.9033955,13,4,2025,1,6,522.0,0.8676798
2024-01-06,TORRE,COLISÃO,0.0,0.0,-8.0425107,-34.9074638,87,4,2025,1,6,85.0,1.0279831
2024-01-07,BOA VIAGEM,COLISÃO LATERAL,1.0,0.0,-8.1235027,-34.9033955,13,7,2025,1,7,522.0,0.8251299
2024-01-07,SAO JOSE,CHOQUE,0.0,0.0,-8.0703848,-34.8808162,82,3,2025,1,7,165.0,1.0281603
2024-01-07,CORDEIRO,COLISÃO,1.0,0.0,-8.0511193,-34.928542,32,4,2025,1,7,113.0,1.0744936
2024-01-07,POCO DA PANELA,COLISÃO,1.0,0.0,-8.0351063,-34.9238704,72,4,2025,1,7,3.0,1.1660621
2024-01-07,CASA FORTE,COLISÃO,1.0,0.0,-8.0337811,-34.9183073,26,4,2025,1,7,63.0,1.0659528
2024-01-08,TAMARINEIRA,COLISÃO LATERAL,1.0,0.0,-8.0324159,-34.9010191,85,7,2025,1,8,62.0,0.9407026
2024-01-08,CAMPO GRANDE,COLISÃO FRONTAL,1.0,0.0,-8.0316256,-34.879409,24,6,2025,1,8,126.0,0.9609239
2024-01-08,TAMARINEIRA,COLISÃO,1.0,0.0,-8.0324159,-34.9010191,85,4,2025,1,8,62.0,1.029413
2024-01-08,SAN MARTIN,COLISÃO,1.0,0.0,-8.0701962,-34.9287793,77,4,2025,1,8,79.0,1.0426719
2024-01-08,ESTANCIA,COLISÃO TRASEIRA,1.0,0.0,-8.0863713,-34.929106,42,9,2025,1,8,53.0,0.9204937
2024-01-08,SAN MARTIN,COLISÃO LATERAL,1.0,0.0,-8.0701962,-34.9287793,77,7,2025,1,8,79.0,0.9627382
2024-01-08,VARZEA,COLISÃO,1.0,0.0,-8.0450381,-34.9691733,91,4,2025,1,8,91.0,1.0816993
2024-01-08,AFOGADOS,COLISÃO LATERAL,1.0,0.0,-8.0755654,-34.9078066,1,7,2025,1,8,176.0,0.99308956
2024-01-08,DERBY,QUEDA,1.0,0.0,-8.0577836,-34.8990371,35,12,2025,1,8,80.0,0.81818724
2024-01-08,AFOGADOS,COLISÃO,1.0,0.0,-8.0755654,-34.9078066,1,4,2025,1,8,176.0,1.0177529
2024-01-08,CAXANGA,COLISÃO,1.0,0.0,-8.0303613,-34.949151,27,4,2025,1,8,120.0,1.1048244
2024-01-08,CAXANGA,COLISÃO,1.0,0.0,-8.0303613,-34.949151,27,4,2025,1,8,120.0,1.1048244
2024-01-08,IPUTINGA,COLISÃO LATERAL,2.0,0.0,-8.0398236,-34.9373458,53,7,2025,1,8,135.0,1.0587906
2024-01-08,SANTO AMARO,ATROPELAMENTO DE PESSOA,1.0,0.0,-8.0509304,-34.8814476,80,1,2025,1,8,267.0,0.96876436
2024-01-08,BAIRRO DO RECIFE,COLISÃO,1.0,0.0,-8.0632498,-34.8727071,10,4,2025,1,8,29.0,1.0339227
2024-01-08,TAMARINEIRA,COLISÃO TRASEIRA,0.0,0.0,-8.0324159,-34.9010191,85,9,2025,1,8,62.0,0.89026964
2024-01-08,DOIS UNIDOS,ATROPELAMENTO DE ANIMAL,1.0,0.0,-7.9974518,-34.9108119,37,0,2025,1,8,32.0,1.1895131
2024-01-08,AREIAS,COLISÃO,1.0,0.0,-8.0941474,-34.9284115,8,4,2025,1,8,103.0,1.0675795
2024-01-08,PINA,COLISÃO,1.0,0.0,-8.0963033,-34.8946884,71,4,2025,1,8,134.0,1.0242542
2024-01-08,IMBIRIBEIRA,COLISÃO TRANSVERSAL,1.0,0.0,-8.111234,-34.9124464,51,8,2025,1,8,302.0,1.0665052
2024-01-09,VASCO DA GAMA,COLISÃO LATERAL,1.0,0.0,-8.011774,-34.919054,92,7,2025,1,9,30.0,1.0230399
2024-01-09,IBURA,COLISÃO,1.0,0.0,-8.1223529,-34.9321458,47,4,2025,1,9,200.0,1.1282572
2024-01-09,ILHA DO RETIRO,COLISÃO LATERAL,1.0,0.0,-8.063751,-34.9038034,49,7,2025,1,9,51.0,0.94781655
2024-01-09,BOA VISTA,COLISÃO LATERAL,1.0,0.0,-8.0617501,-34.8872674,14,7,2025,1,9,100.0,0.9230949
2024-01-09,VARZEA,COLISÃO,1.0,0.0,-8.0450381,-34.9691733,91,4,2025,1,9,91.0,1.081634
2024-01-09,AFLITOS,COLISÃO,1.0,0.0,-8.0392007,-34.8967064,0,4,2025,1,9,15.0,1.1122009
2024-01-09,BOA VIAGEM,COLISÃO FRONTAL,1.0,0.0,-8.1235027,-34.9033955,13,6,2025,1,9,522.0,0.84271306
2024-01-09,BOA VIAGEM,COLISÃO LATERAL,1.0,0.0,-8.1235027,-34.9033955,13,7,2025,1,9,522.0,0.82617444
2024-01-09,CORDEIRO,COLISÃO TRASEIRA,1.0,0.0,-8.0511193,-34.928542,32,9,2025,1,9,113.0,0.9688798
2024-01-09,SANTO AMARO,COLISÃO,0.0,0.0,-8.0509304,-34.8814476,80,4,2025,1,9,267.0,0.98997056
2024-01-09,PINA,COLISÃO,0.0,0.0,-8.0963033,-34.8946884,71,4,2025,1,9,134.0,1.0241807
2024-01-09,ESPINHEIRO,QUEDA,1.0,0.0,-8.0428691,-34.8912789,41,12,2025,1,9,60.0,0.805861
2024-01-09,MADALENA,COLISÃO,1.0,0.0,-8.0537581,-34.9083686,61,4,2025,1,9,166.0,1.0725377
2024-01-10,BOA VISTA,COLISÃO LATERAL,1.0,0.0,-8.0617501,-34.8872674,14,7,2025,1,10,100.0,0.92291516
2024-01-10,JOANA BEZERRA,CAPOTAMENTO,2.0,0.0,-8.0705869,-34.8983498,57,2,2025,1,10,69.0,1.0785662
2024-01-10,AGUA FRIA,COLISÃO FRONTAL,1.0,0.0,-8.0169662,-34.8982347,2,6,2025,1,10,94.0,0.99553245
2024-01-10,IPSEP,COLISÃO LATERAL,2.0,0.0,-8.1102316,-34.9198993,52,7,2025,1,10,99.0,0.95537513
2024-01-10,TORROES,COLISÃO LATERAL,1.0,0.0,-8.0618637,-34.9360457,89,7,2025,1,10,38.0,1.0023682
2024-01-10,AREIAS,COLISÃO,1.0,0.0,-8.0941474,-34.9284115,8,4,2025,1,10,103.0,1.0661559
2024-01-10,CASA FORTE,COLISÃO LATERAL,1.0,0.0,-8.0337811,-34.9183073,26,7,2025,1,10,63.0,0.9745166
2024-01-10,AREIAS,COLISÃO,1.0,0.0,-8.0941474,-34.9284115,8,4,2025,1,10,103.0,1.0661559
2024-01-10,AREIAS,COLISÃO LATERAL,1.0,0.0,-8.0941474,-34.9284115,8,7,2025,1,10,103.0,0.98400384
2024-01-10,COHAB,COLISÃO LATERAL,1.0,0.0,-8.1242976,-34.9487336,30,7,2025,1,10,19.0,1.0328636
2024-01-10,GUABIRABA,COLISÃO FRONTAL,1.0,0.0,-7.9532851,-34.9537358,45,6,2025,1,10,22.0,1.0726445
2024-01-10,ARRUDA,COLISÃO,1.0,0.0,-8.0250816,-34.8913229,9,4,2025,1,10,69.0,1.0471295
2024-01-11,APIPUCOS,COLISÃO TRASEIRA,1.0,0.0,-8.0190214,-34.9381275,7,9,2025,1,11,31.0,0.9898459
2024-01-11,BOA VIAGEM,COLISÃO LATERAL,1.0,0.0,-8.1235027,-34.9033955,13,7,2025,1,11,522.0,0.8272926
2024-01-11,MACAXEIRA,COLISÃO,1.0,0.0,-8.0118867,-34.9311631,60,4,2025,1,11,42.0,1.0714005
2024-01-11,MORRO DA CONCEICAO,COLISÃO,1.0,0.0,-8.0189868,-34.9153139,65,4,2025,1,11,7.0,1.1484019
2024-01-11,ALTO JOSE BONIFACIO,COLISÃO,1.0,0.0,-8.0129991,-34.9127978,4,4,2025,1,11,17.0,1.1279963
2024-01-11,BOA VISTA,COLISÃO,1.0,0.0,-8.0617501,-34.8872674,14,4,2025,1,11,100.0,1.0192462
2024-01-11,SAN MARTIN,COLISÃO LATERAL,1.0,0.0,-8.0701962,-34.9287793,77,7,2025,1,11,79.0,0.9612092
2024-01-11,SANTO AMARO,COLISÃO LATERAL,0.0,0.0,-8.0509304,-34.8814476,80,7,2025,1,11,267.0,1.0254257
2024-01-11,AFOGADOS,COLISÃO,1.0,0.0,-8.0755654,-34.9078066,1,4,2025,1,11,176.0,1.0184757
2024-01-11,BOA VIAGEM,COLISÃO,0.0,0.0,-8.1235027,-34.9033955,13,4,2025,1,11,522.0,0.8731579
2024-01-11,BOA VIAGEM,COLISÃO,0.0,0.0,-8.1235027,-34.9033955,13,4,2025,1,11,522.0,0.8731579
2024-01-11,IMBIRIBEIRA,COLISÃO,1.0,0.0,-8.111234,-34.9124464,51,4,2025,1,11,302.0,1.0495645
2024-01-11,SAO JOSE,COLISÃO,0.0,0.0,-8.0703848,-34.8808162,82,4,2025,1,11,165.0,1.0174178
2024-01-11,DERBY,COLISÃO,1.0,0.0,-8.0577836,-34.8990371,35,4,2025,1,11,80.0,1.0296754
2024-01-11,CORDEIRO,ATROPELAMENTO DE PESSOA,2.0,0.0,-8.0511193,-34.928542,32,1,2025,1,11,113.0,1.1278633
2024-01-11,SAN MARTIN,COLISÃO LATERAL,0.0,0.0,-8.0701962,-34.9287793,77,7,2025,1,11,79.0,0.9612092
2024-01-12,AFOGADOS,COLISÃO LATERAL,1.0,0.0,-8.0755654,-34.9078066,1,7,2025,1,12,176.0,0.9942189
2024-01-12,BONGI,COLISÃO LATERAL,1.0,0.0,-8.0659688,-34.9215871,16,7,2025,1,12,49.0,0.9789018
2024-01-12,CAJUEIRO,COLISÃO LATERAL,1.0,0.0,-8.0120983,-34.8856628,22,7,2025,1,12,18.0,0.9967568
2024-01-12,SAO JOSE,COLISÃO,1.0,0.0,-8.0703848,-34.8808162,82,4,2025,1,12,165.0,1.0175573
2024-01-12,CAXANGA,COLISÃO LATERAL,1.0,0.0,-8.0303613,-34.949151,27,7,2025,1,12,120.0,1.0466712
2024-01-12,BOA VIAGEM,COLISÃO,1.0,0.0,-8.1235027,-34.9033955,13,4,2025,1,12,522.0,0.87431735
2024-01-12,ESTANCIA,COLISÃO LATERAL,1.0,0.0,-8.0863713,-34.929106,42,7,2025,1,12,53.0,0.9690878
2024-01-12,IBURA,COLISÃO FRONTAL,1.0,0.0,-8.1223529,-34.9321458,47,6,2025,1,12,200.0,1.1178689
2024-01-12,MADALENA,COLISÃO,1.0,0.0,-8.0537581,-34.9083686,61,4,2025,1,12,166.0,1.073803
2024-01-12,CASA AMARELA,COLISÃO LATERAL,1.0,0.0,-8.0246343,-34.917753,25,7,2025,1,12,148.0,1.0367057
2024-01-12,TORREAO,COLISÃO TRASEIRA,2.0,0.0,-8.0403019,-34.8839172,88,9,2025,1,12,12.0,0.9594451
2024-01-12,CAXANGA,COLISÃO LATERAL,2.0,0.0,-8.0303613,-34.949151,27,7,2025,1,12,120.0,1.0466712
2024-01-13,BOA VIAGEM,CHOQUE,0.0,0.0,-8.1235027,-34.9033955,13,3,2025,1,13,522.0,0.886265
2024-01-13,SAO JOSE,COLISÃO,2.0,0.0,-8.0703848,-34.8808162,82,4,2025,1,13,165.0,1.017667
2024-01-13,IMBIRIBEIRA,COLISÃO,1.0,0.0,-8.111234,-34.9124464,51,4,2025,1,13,302.0,1.0502514
2024-01-13,SANTO AMARO,COLISÃO LATERAL,1.0,0.0,-8.0509304,-34.8814476,80,7,2025,1,13,267.0,1.02479
2024-01-13,BOA VIAGEM,COLISÃO,1.0,0.0,-8.1235027,-34.9033955,13,4,2025,1,13,522.0,0.87549967
2024-01-13,ENCRUZILHADA,QUEDA,1.0,0.0,-8.0367282,-34.8908676,39,12,2025,1,13,79.0,0.8207993
2024-01-13,TEJIPIO,COLISÃO,1.0,0.0,-8.0903379,-34.9565819,86,4,2025,1,13,34.0,1.0682963
2024-01-13,JORDAO,COLISÃO,1.0,0.0,-8.1331867,-34.9400643,58,4,2025,1,13,71.0,1.0348097
2024-01-13,TORREAO,COLISÃO,1.0,0.0,-8.0403019,-34.8839172,88,4,2025,1,13,12.0,1.101904
2024-01-13,IMBIRIBEIRA,COLISÃO,1.0,0.0,-8.111234,-34.9124464,51,4,2025,1,13,302.0,1.0502514
2024-01-13,CAJUEIRO,COLISÃO FRONTAL,1.0,0.0,-8.0120983,-34.8856628,22,6,2025,1,13,18.0,1.027448
2024-01-14,AREIAS,COLISÃO FRONTAL,1.0,0.0,-8.0941474,-34.9284115,8,6,2025,1,14,103.0,1.0082006
2024-01-14,VARZEA,COLISÃO FRONTAL,1.0,0.0,-8.0450381,-34.9691733,91,6,2025,1,14,91.0,1.0310057
2024-01-14,BOA VIAGEM,CAPOTAMENTO,0.0,0.0,-8.1235027,-34.9033955,13,2,2025,1,14,522.0,0.8950221
2024-01-14,ILHA JOANA BEZERRA,COLISÃO LATERAL,1.0,0.0,-8.0708649,-34.8980461,50,7,2025,1,14,11.0,1.0170854
2024-01-14,SAO JOSE,COLISÃO FRONTAL,1.0,0.0,-8.0703848,-34.8808162,82,6,2025,1,14,165.0,1.002211
2024-01-14,CORDEIRO,COLISÃO LATERAL,1.0,0.0,-8.0511193,-34.928542,32,7,2025,1,14,113.0,1.0042158
2024-01-14,BOA VIAGEM,COLISÃO LATERAL,0.0,0.0,-8.1235027,-34.9033955,13,7,2025,1,14,522.0,0.82913846
2024-01-14,AFLITOS,COLISÃO,0.0,0.0,-8.0392007,-34.8967064,0,4,2025,1,14,15.0,1.1069962
2024-01-15,DERBY,ATROPELAMENTO DE PESSOA,1.0,0.0,-8.0577836,-34.8990371,35,1,2025,1,15,80.0,1.1084887
2024-01-15,BOA VIAGEM,COLISÃO LATERAL,1.0,0.0,-8.1235027,-34.9033955,13,7,2025,1,15,522.0,0.82980365
2024-01-15,BOA VIAGEM,COLISÃO LATERAL,1.0,0.0,-8.1235027,-34.9033955,13,7,2025,1,15,522.0,0.82980365
2024-01-15,BOMBA DO HEMETERIO,COLISÃO LATERAL,1.0,0.0,-8.0215066,-34.9016494,15,7,2025,1,15,23.0,1.0094844
2024-01-15,GRACAS,CHOQUE,0.0,0.0,-8.0451664,-34.9007686,44,3,2025,1,15,53.0,1.0709255
2024-01-15,IMBIRIBEIRA,Desconhecido,0.0,0.0,-8.111234,-34.9124464,51,10,2025,1,15,302.0,1.0757915
2024-01-15,PRADO,COLISÃO FRONTAL,1.0,0.0,-8.0598858,-34.9139126,75,6,2025,1,15,29.0,1.0251757
2024-01-15,BOA VIAGEM,COLISÃO LATERAL,2.0,0.0,-8.1235027,-34.9033955,13,7,2025,1,15,522.0,0.82980365
2024-01-16,IPUTINGA,COLISÃO LATERAL,1.0,0.0,-8.0398236,-34.9373458,53,7,2025,1,16,135.0,1.061713
2024-01-16,CASA AMARELA,COLISÃO,1.0,0.0,-8.0246343,-34.917753,25,4,2025,1,16,148.0,1.0719918
2024-01-16,BOA VIAGEM,COLISÃO,1.0,0.0,-8.1235027,-34.9033955,13,4,2025,1,16,522.0,0.8792097
2024-01-16,BOA VIAGEM,COLISÃO LATERAL,1.0,0.0,-8.1235027,-34.9033955,13,7,2025,1,16,522.0,0.8304979
2024-01-16,BOA VIAGEM,COLISÃO TRASEIRA,1.0,0.0,-8.1235027,-34.9033955,13,9,2025,1,16,522.0,0.79523987
2024-01-16,DOIS UNIDOS,COLISÃO,1.0,0.0,-7.9974518,-34.9108119,37,4,2025,1,16,32.0,1.0863212
2024-01-16,SAN MARTIN,COLISÃO LATERAL,1.0,0.0,-8.0701962,-34.9287793,77,7,2025,1,16,79.0,0.9580116
2024-01-16,IMBIRIBEIRA,COLISÃO LATERAL,1.0,0.0,-8.111234,-34.9124464,51,7,2025,1,16,302.0,1.0593547
2024-01-16,IMBIRIBEIRA,COLISÃO FRONTAL,1.0,0.0,-8.111234,-34.9124464,51,6,2025,1,16,302.0,1.0559181
2024-01-16,GRACAS,COLISÃO TRASEIRA,1.0,0.0,-8.0451664,-34.9007686,44,9,2025,1,16,53.0,0.89246404
2024-01-16,IMBIRIBEIRA,COLISÃO LATERAL,0.0,0.0,-8.111234,-34.9124464,51,7,2025,1,16,302.0,1.0593547
2024-01-16,ILHA DO RETIRO,COLISÃO TRASEIRA,0.0,0.0,-8.063751,-34.9038034,49,9,2025,1,16,51.0,0.8909406
2024-01-16,BOA VIAGEM,COLISÃO LATERAL,2.0,0.0,-8.1235027,-34.9033955,13,7,2025,1,16,522.0,0.8304979
2024-01-16,MADALENA,COLISÃO,1.0,0.0,-8.0537581,-34.9083686,61,4,2025,1,16,166.0,1.0751559
2024-01-16,IMBIRIBEIRA,COLISÃO,1.0,0.0,-8.111234,-34.9124464,51,4,2025,1,16,302.0,1.0513022
2024-01-16,TORRE,COLISÃO,1.0,0.0,-8.0425107,-34.9074638,87,4,2025,1,16,85.0,1.0200235
2024-01-16,BEBERIBE,COLISÃO,1.0,0.0,-8.0048357,-34.8971736,12,4,2025,1,16,52.0,1.0613087
2024-01-17,BOA VIAGEM,COLISÃO,2.0,0.0,-8.1235027,-34.9033955,13,4,2025,1,17,522.0,0.880506
2024-01-17,IBURA,COLISÃO LATERAL,2.0,0.0,-8.1223529,-34.9321458,47,7,2025,1,17,200.0,1.1149169
2024-01-17,IBURA,COLISÃO,1.0,0.0,-8.1223529,-34.9321458,47,4,2025,1,17,200.0,1.134191
2024-01-17,CASA AMARELA,COLISÃO,1.0,0.0,-8.0246343,-34.917753,25,4,2025,1,17,148.0,1.0719346
2024-01-17,IBURA,COLISÃO,1.0,0.0,-8.1223529,-34.9321458,47,4,2025,1,17,200.0,1.134191
2024-01-17,IMBIRIBEIRA,COLISÃO LATERAL,1.0,0.0,-8.111234,-34.9124464,51,7,2025,1,17,302.0,1.0591172
2024-01-17,CASA AMARELA,ATROPELAMENTO DE PESSOA,2.0,0.0,-8.0246343,-34.917753,25,1,2025,1,17,148.0,1.1155931
2024-01-17,CASA AMARELA,COLISÃO,1.0,0.0,-8.0246343,-34.917753,25,4,2025,1,17,148.0,1.0719346
2024-01-17,IMBIRIBEIRA,COLISÃO TRASEIRA,1.0,0.0,-8.111234,-34.9124464,51,9,2025,1,17,302.0,1.0682815
2024-01-17,BOA VIAGEM,COLISÃO,1.0,0.0,-8.1235027,-34.9033955,13,4,2025,1,17,522.0,0.880506
2024-01-17,JORDAO,COLISÃO,1.0,0.0,-8.1331867,-34.9400643,58,4,2025,1,17,71.0,1.031324
2024-01-17,AFOGADOS,COLISÃO FRONTAL,1.0,0.0,-8.0755654,-34.9078066,1,6,2025,1,17,176.0,1.0003814
2024-01-17,BOA VIAGEM,COLISÃO,1.0,0.0,-8.1235027,-34.9033955,13,4,2025,1,17,522.0,0.880506
2024-01-17,ILHA DO RETIRO,COLISÃO LATERAL,1.0,0.0,-8.063751,-34.9038034,49,7,2025,1,17,51.0,0.9432083
2024-01-17,MORRO DA CONCEICAO,COLISÃO,1.0,0.0,-8.0189868,-34.9153139,65,4,2025,1,17,7.0,1.1386472
2024-01-17,PRADO,COLISÃO,1.0,0.0,-8.0598858,-34.9139126,75,4,2025,1,17,29.0,1.0722456
2024-01-17,CABANGA,COLISÃO TRASEIRA,0.0,0.0,-8.0798187,-34.8975605,20,9,2025,1,17,26.0,0.9102548
2024-01-17,CASA AMARELA,COLISÃO LATERAL,1.0,0.0,-8.0246343,-34.917753,25,7,2025,1,17,148.0,1.0378262
